"X_BNG","Y_BNG"
174280.2,826934.8
176199.6,826398.2
178030.8,825606.2
157370.1,851412.6
179860.3,824996.2
179700.5,823166.7
178944.8,821399.6
178850.5,819438.6
177668.1,817858
176338.7,816366
175080.9,814811
173817.7,813260.4
172549.9,811713.6
171282,810166.8
158244.3,853211.3
169969.4,808658.3
168639.8,807164.3
167461.5,805570.4
166177,804094.6
165588.3,802237.9
164057.4,800994.8
162655,799623.3
161097.9,798511.7
159245.7,797979.4
157474,797290.5
159074.2,855030
155513.1,797204.3
154174.7,798594.8
153596.9,800475.4
153182.6,802410.3
153397.5,804375.3
154457.5,806063.6
154314.5,807964.6
152969.9,809410.1
151195.3,810153
149383.7,810582.1
149536.4,29180.1
145109.2,21356.1
177748,63641.8
219421.4,378700.1
219036.8,380628.2
218452.5,382494.1
219334,384252.3
220445.4,385840.5
222366.2,386072.6
224304.1,385891.2
226149.5,385384.8
227112.5,387084.7
227820.6,388913.2
179184,64906.3
227240.4,390789.3
226889.3,392734
227824.7,394436.9
229662.5,395166.2
231496,395485.7
233364.6,396107.6
235204.2,396646.4
237095.9,396828.5
238993.9,397399.1
240922.9,396982.6
181104.6,64729.4
242870.4,396714.6
244684.1,396098.2
246619,395657.8
248558,395624.8
250007.3,394353.5
250875.8,392577.1
251328.3,390647
251588.4,389005.3
253309.9,388113.1
253677.1,386207.7
182258.7,65914.7
254123.3,384293
255150.4,382655.3
256466.8,383223.6
258179.3,384222.7
260145.7,384300.9
262025.4,383635.5
263984.8,383589.9
265725.7,382707.5
266196,380833.1
265210,379125.6
182437.4,67872.5
263797.1,377772.5
262258.5,376438.7
262912.6,374463.9
264585.8,375576
266190.9,376638
267938.2,377522.5
269806.4,378212.4
271603.3,379062.7
273321.5,380063.3
182485,69689.8
273831.6,381826.7
272949.1,383546.4
273480.7,385404
275190.3,386387.7
277164.5,386251.6
279024.9,385612.2
280281.1,384316.7
282162.2,384744.8
283703.6,383564.9
285417.9,382718.5
182232.6,71593.1
286342.4,380994.7
288243.8,380840.5
290184.8,380616.8
292148.6,380491.6
294019,380699.9
295860.7,381461.4
297651.6,382336.9
299369.1,383307.1
301138.9,384179.8
303075.9,384615.7
183403.9,73168.2
304904,385395.8
306782.6,386071.9
308720,386509.1
310651.5,386949.5
312612.8,387179.7
314430.9,388013.1
316249,388846.5
318067,389679.9
319761.2,390699.8
321268.3,391959.7
183280.1,74966.9
323054.8,392838.1
324920.3,393539.5
326623,394557.2
328084.2,395880.2
328961.9,397107.3
328295.8,398931.8
327800.3,400867
327184,402683.9
325868.3,404185.8
324959.2,405930.6
182956.5,76868.1
325016.2,407912.5
325598.5,409823.3
326476.2,411609.7
327609.9,413256.5
328602.3,414989.5
329642.4,416696.8
330627.2,418409.2
332087.3,419760.2
333377.2,421266.5
334802.1,422624.8
143190,20902.9
184150.8,78409.9
335962,424172.7
334870.5,425053
332915.7,425371.7
331177.5,426347.4
329926.2,427892
329028.2,429675.3
328326.9,431534.3
328307.9,433523.7
328498,435508.6
328490.1,437508.6
186090.8,78811.8
328596.2,439504.7
328993.2,441461.1
329031.3,443442.9
328981.9,445436.1
328904.4,447432.3
329701,449228.6
331427.9,450132.3
333348.5,450588.3
335298.5,450742.4
337089.1,451629.6
187882.3,78315.2
339033.7,452063.4
340934.5,451613.3
340688.9,453045
340134.8,454886.3
339287.8,456683.1
338194.4,458287.2
337484.3,460072.9
338385.6,461810.2
339693.8,463252
340706.8,464955.2
189333.9,79618.3
342149.4,466268.3
344020.4,466882.7
345038.2,468464.7
345013.5,470084.4
344074.9,471833.8
343583.2,473742.1
342273.3,475153.2
341397.4,474000.9
340953.6,472070.4
339299.1,471101.9
190454.9,81070.9
337404.1,471060.9
335438.1,471137.8
333736.2,472166.7
332596.1,473744.2
331262.2,472370.8
330528.5,470532.9
329531.1,468838.3
328144.3,467432.9
326754,466025.1
326001.9245,464343.3021
191655.5,82596.7
325805.5,462360.3
324468.7,460945.5
322565.4,460345
320603.1,460399.9
319044.9,461611.3
317970.7,463291.1
317006.6,465043.3
316092.7,466821.2
315394.4,468692.9
315106.7,470665.6
193418.8,83398.3
315294.5,472649.7
316038.8,474498.2
315766,475992
313800.7,475859
312088.5,476818.1
311040.2,478515.2
310078,480267.9
309055.5,481986.1
307847.2,483574.3
306822.4,485278.9
195161.8,82570.4
305947.7,487065.7
305374.2,488941
305703.2,490868.9
305266.5,492761.8
304511.9,494593.9
303377,496229.2
302421.7,497970.2
301780.1,499795.3
300613.8,501391.8
299499.4,503026.3
196719,83358
298407.2,504687.4
297036.3,506108.9
295888,507711.6
295104.2,509537.4
293505.2,510622.2
292476.6,512294
291883.9,514189.5
292444.8,516064.6
294140.7,517083.8
294622.3,518946.8
198658,83696.8
295622,520643.9
295732.8,522617.5
296385.9,524434.9
296531.2,526392.1
296373.3,528362.1
296348.3,530328.4
297656.9,531744.4
298816.7,533345.6
300208.7,534759.1
300876.3,536612
141273.2,20560.3
200565.5,83318.2
301641.4,538383
303147.3,539674.3
304745.1,540866.2
305925.3,542449.6
305869,544419.6
305612,546371
306300.4,548241.8
307109.4,550063.6
307801.1,551925.4
308192.7,553872.9
201892.7,84558
309426.9,555403.9
310594.7,556997.3
312112.1,558269.1
313642,559265.6
314657.9,560955.6
316483.3,561897.9
318448.1,562464.9
320184.5,562869.4
320148.8,563920.6
318434.2,563763.7
202328.8,86494.8
316435.3,563529.6
314473.2,563186.5
312544.7,562796.3
310572.2,562963.5
308743.9,563679.6
307169.4,563106.7
305307.4,562416.8
303354.7,562686.6
301393.3,562934
300436.8,561773.6
202555.2,88450.8
301324.7,560082.9
301851.8,558170.9
301187.1,556334.8
300074.6,554730.8
299236.3,553045.5
297484.4,552201.5
295598.7,552700.5
293660.2,553150.4
291664.3,553163.8
290001.7,552577.3
203051.8,90352.7
288457.7,551356.1
286622.2,550621.2
284869.7,549773.7
284319.4,547956
282870.9,546592.4
281186.6,545721.8
279429.6,544815
277625,543990.4
275860.8,543152.7
274455.1,541782.1
204703.5,91386.8
272510.3,541343
270560.4,541614.8
268591.3,541594.9
266893.6,542165.8
265189.5,541281
263298.4,541863.2
261640.6,542634.7
259849.5,543488
258530.2,544972.4
257602.1,546708.8
206405.5,92330.5
256242.2,548125.4
255143.5,549342.1
252990.1,549437.9
251464.4,548029.2
251256.5,546071.6
250505.4,544437
250434.3,542452.8
249929.4,540560.2
250526.4,538778.5
250532.7,536832.1
208136.9,93233.3
249749.2,535013.2
248379.3,533573.1
246802.8,532363.4
244860.5,532192.5
243056.9,532965.6
241434.6,534117.5
239593.3,534837.6
237858.5,535815
236335.1,537076.9
234812.1,538290.8
209638,94501.1
233406.8,539526.2
232427.4,541236.3
231821.4,543121.4
230496.7,544387.5
228926.8,545610.8
227233.5,546668.8
225874,548125.8
224496.6,549506.4
222518.4,549553.3
220702.4,550323.3
210907.4,95915.8
219351.2,551741.4
218270.8,553386.9
216697.9,552997.4
214913,552105.2
213208.7,551072.1
212193.4,549576.1
212745.4,547668.4
213133.2,545750.3
213804.5,543888.6
214360.9,541993
139436.8,19955.7
211270.1,97815.8
214749,540047.6
215444.5,538308.2
216733.2,536797.9
216971.6,534862.6
216224.2,533066.2
217609.1,531821.3
217789.2,529903.6
216479.3,528487.4
214508,528322
212728.1,529108.3
212799.7,99055.4
210814.2,529631
209267.5,530875.2
207845.9,532262.9
206794.5,533885.3
206394.3,535811.6
206711.2,537751.4
207039.8,539433.8
205737.5,540824.7
205439.3,542739.2
204709,544561.1
214331.4,100278.9
204150.2,546271.4
202743.6,547629.6
201743.7,549123.8
200449.1,550597.9
198906.7,551811.6
197634.1,553329.7
196486.9,554952.1
196032.6,556859.3
195550.6,558747.8
194661.1,560514.5
216043.9,101257.9
194004.2,562380.3
193959.4,564372.6
194061.4,566364.1
194379.9,568277.4
194472.7,570230.6
195307.6,572019.9
196330.4,573720.4
197995.3,574724.5
199851.4,575203.1
201745.6,575735.4
217663.4,102369.3
203079.2,576590.3
203552.6,578494.4
204527.6,580236.6
205488.6,581977
206174.6,583732.8
207216.7,585357.1
207412.2,587332.1
208494,588985.9
210104.5,590156.2
211697.5,591333
217845.5,104260.4
212539.3,593117.7
213703,594716
215120.9,596104.8
216225.2,597533.6
216525.8,599475.4
217301.5,601284.5
218083.3,603095.2
218022.5,605085.8
217562.6,606990.2
218433.1,608727.2
217924.3,106239.2
220064.9,609854.3
221200.8,611438.5
222632.7,612571.3
222625.7,614559.8
223176.7,616467.7
224186.8,618144.8
225694.2,619430.7
227413.9,620404.7
229348.6,620755.6
231004.5,621594.4
218078.9,108212.1
231290.7,623561.2
232105,625261.3
232153,627066.9
230938.2,628623.2
229337.3,629744.3
228630.3,631543.2
229408.9,633330
230093,634620
228999.1,636255.5
227539.1,637615
218113.7,110183.9
225715.9,638303.7
224010.7,638863.9
222227.4,639662.3
220622.1,640804.2
220317.9,642702.6
219263.9,644237.9
218291,645932
216554.6,646831.6
215535.9,648505.5
215780.3,650451.7
217560.3,112076.3
216854.9,652138
218054.3,653738.2
219104.2,655422.2
219325.2,657405.5
219020.3,659355.5
217800.6,660933.7
217086.8,662779.9
216994.7,664767.3
217140.7,666721.6
217454.6,668695.6
137525.3,19486
217568.6,114004.3
217840.6,670657.2
218378.7,672579.9
219055.1,674462.1
219817.8,676303.8
218709.6,676375.7
217929.2,674535.1
217175,672686.2
216430.8,670844.6
216040.8,668883.5
215687.7,666920.6
217768.6,115917.5
214389,665810
213002.1,664309.1
212715.8,662055.3
212784.7,659709.1
212777.3,657387.8
212663.4,655391.9
212421,653406.8
212103.8,651463.6
210834.4,649962.9
208900.9,649935.6
218582.5,117714
207429.2,651261.6
206318.5,652840.5
205894.6,654767.2
204386,655572.4
202733.7,656549.9
201599.9,658189.9
201123.6,660120.9
199893.8,661496.3
198010.6,661998.7
196656.1,663387
219182.3,119580.8
194953.5,664340
193411.5,665608.7
192099,667109.2
191023,668792.7
190275.6,670639.8
189667.8,672544.1
189426.2,674586.2
189491.5,676417.7
187580.3,676566.8
187807.3,674685.8
219858.7,121423.4
188443.1,672715
189038.4,670807.6
189813.8,668965.8
190559.1,667114
191510,665378
192498.4,663647.9
193509.9,661924.7
194189.6,660071.7
193959.7,658091.7
193097.5,656313.4
220288,123306.5
191398.9,655354.8
189611.6,654721.4
187979.5,653818.9
186694,652351
185601.9,650750.8
185325.4,648785.9
184504.7,646988.8
183891.8,645099.7
183359.9,643262.9
183248.2,641280.4
220382.9,125275.1
183880.9,639523.4
184067.8,637582.9
183791.7,635671.3
182231.7,634459.4
181892.8,632762.4
181669.7,630810.5
180639.2,629173.3
180286.1,627268.2
179500.1,625504.7
178118.8,624085.2
220592.9,127206.9
177657.3,622182.8
178316.2,620356.8
177893.8,618561.6
178719.6,616781
179003.4,614808
178792.3,612856.4
177860.2,611097.1
176568,609575.9
175523.8,607902.4
175083,606495
221507.7,128965
175538.2,604565.7
174682.9,602839
172955.9,601863.7
171031.1,602188.5
169632.1,603565.1
169769.8,605468
167843.4,605783.8
165962.1,605298.8
164262.3,604275.1
162298.6,603979.3
223260.3,129754.8
160336.5,604186.2
158573,605114.5
157043.2,606333.8
156554.6,608245.8
156921.4,610178.1
156921.9,612077
157060.1,614032.2
157420.3,615950.8
157678,617902.9
158819.4,619519.5
149301.3,27457.2
135588.5,19777.6
225231,129552.9
160209.8,620910.6
161455.1,622399.1
163085.4,623221.9
163325.9,625190.2
163547.6,627164.7
163760,629126.2
163701.6,631107.5
164167.8,633035.1
164241.9,634949.5
163955.3,636914.8
227222.4,129509.8
164230.4,638862.3
165677,640177
166157.2,642052.9
166730.4,643948.2
167064.8,645894
167500.8,647789.8
167062.7,649688.7
168224.2,651237.3
169980.8,652184.2
171209.8,653735.1
229029.9,128719.9
172136.5,655491
171462.1,657162.8
171096,658980.7
169583,660258.8
168475.6,661892
168061.2,663833.2
168603,665739.4
168770.5,667683.8
169202.5,669496.7
168024.1,671085.8
230956,128378.6
167580,673011
167587.4,674977.4
166907.8,676816.1
166779.3,678749.7
166877.2,680705
167419.2,682582.3
168342.2,684317.4
169406.5,686000.1
170305.4,687750.6
171476.6,689345.8
232529.5,127164
172062.7,691236.6
173350,692752.3
174519.8,694345.2
175731.2,695925.5
174731.7,697155.3
173553.4,698680.4
173999.3,700585.1
173910.5,702361.2
173129.8,704165.3
172788.2,706135.9
233986.3,125844.2
172534.4,708119.2
172398.1,710111.3
172403.6,712111.1
172529.1,714105.3
172974.7,716052.2
173402.2,717973.5
174207.7,719804.1
174980.5,721648.7
175752.8,723493.6
176493.6,725351.3
235939.3,125845.7
177348.5,727148.2
178469.1,728804.8
179589.7,730461.3
180757.8,732084.6
181935.8,733700.8
183031.7,735372.1
184077.5,737076.8
185186.9,738739.3
186357.3,740361.1
187555.6,741962.2
237692,126597.2
188685.3,743605.4
189449,745441.9
189814.2,747408.1
190516.9,749204.5
191725.5,750776.9
190002.1,752470.1
188640.4,751014.5
187140.2,749808
185991,748184.8
184925.5,746517.1
238733.2,128287.5
183801.1,744906.9
182555.2,743359.9
180963.6,742168
179361.5,741009.6
177607.2,740100.3
175833.9,739230.5
174707.4,737800.5
176292.9,737018.5
177189.6,735271.3
177266.8,733278.6
239946.5,129860.2
176904.3,731317.2
176336,729404.6
175688.7,727520.5
174452.6,726006.6
173258.5,724412.1
171859.2,723029.8
170288.2,721806.7
168660.1,720708.4
166915.4,719741
165187.1,718745.3
134320.4,21248.3
241512.8,131061.7
163435,717863.5
161462.4,717985.6
159561.2,718587.4
157864,719567
155964.7,719010.2
154046,719069.2
152443.3,717892.3
150768.8,716809.9
148815.2,716557.7
147028.7,717269.9
242532.7,132616.4
145253.2,716724.4
143397.1,716154.1
141398.8,716233.8
139517.2,716590.4
137997.5,715613.4
136507.3,714327.8
134569.4,714543.9
132623.5,715006
130776.1,715714.9
129000.3,716582.6
242490.5,134469.5
127216.4,717483.2
125620.8,718686.9
124248.3,720141.6
123868.2,721963.5
124622.6,723811.4
125325,725681.1
126118.2,727511
127863.5,728174.9
129826.4,727791.9
131772.9,727332.5
242302.5,136361.6
133748.9,727153.3
135636.9,726530.4
137547.2,726620.7
138101.7,727857.3
138476.3,729802.9
139551.9,731464.9
141138.7,732660.4
142415.6,734014.9
143042.2,735881.6
141219.7,736069.2
241146.9,137943.4
139257,736451.3
137340.3,736977.5
135603.7,737753.7
133878.4,738717.7
133065.6,740484.6
133247,742420.6
134728.5,743725.9
133188.9,744456.8
131660.1,745696.8
131339.5,747620.7
240250.5,139591.6
131874.1,749519.2
132690,751314
132800.9,753246.4
132962.6,755212.3
134495.5,756370.8
136431.7,756363
138195.9,757083.9
139826.8,758241.6
141516.5,759292.7
143438.5,759844.7
240089.7,141504
144534.7,760830.6
142618.8,761336.3
141084.5,762592.2
139930.6,764201.2
139354.6,766085.8
139614,768052.2
140887.8,769490.1
142025.5,771000.8
143428.1,772352.8
145366.9,772672.4
241419.2,142948.1
147280.2,773188.2
149239.3,773316.7
151130.7,772829.1
153040.1,773076.9
154845.8,773648.2
156335.8,774301
158175.4,774860.5
159889.1,773949
160988,774027.6
161298,775990
243364.2,142961.1
162438.4,777594.6
163441.1,779285.9
163066,780562.8
161205.9,781226.9
159684.2,782475.7
159089.2,784349.7
242667.1,144347.1
159807.9,786144.3
161404,787252.5
162486.9,788916.4
163309.6,790727.9
163957.4,792598.9
164416.5,794428.2
164890.5,796348.4
165695.9,798122.5
167162.6,799437
169084.8,799912.4
133099.1,22764.2
242468.9,146259.9
168203.1,801679.2
167902,803621.1
168782.3,805387.4
170095.9,806883.7
171720.3,808022.6
172690.2,809575.1
173975.4,811031.8
175752.7,811410.1
174923.7,813206.6
175727.1,814884.3
243905,147562.3
176913.5,816494.4
178276.9,817953.9
179289.2,819650
179032.3,821600.6
179974.2,823290.9
180275.3,824990.6
178462.2,825709.3
176579.8,826370
174829.2,827333.1
173487.7,828678.4
245489.2,148661.7
173715.9,830639.2
174715.2,832356.9
172940.8,832774.8
171303.9,833668
170157.3,835306.2
169174,837044.6
168497.5,838904
168820.6,840857.4
168634.8,842848.7
247456.6,148846.3
167587.9,844202.9
166678.6,845955
166334.3,847870.2
166120.8,849819.2
166416.6,851751.3
166825.1,853669
167441,855549.3
167656.9,857532.7
168042,859471.6
168809.3,861273.8
249388.7,149243.7
170196.1,862615.3
170221.2,864615.1
170246.2,866615
170384.2,868603.4
171009.7,870481.8
171978.8,872222.8
172566.2,874084.4
173869.2,875519.2
173899,877039.8
172226.2,877807.3
251228,149900.2
171305.8,879533.9
171574.1,881473.8
172039.6,883395.3
171965.8,885348
171684.1,887303.9
171666.9,889282.4
171811.9,891202.5
172419.4,893073.6
174124.4,894047.3
175984.9,894355.3
253070.8,150285.7
177914.5,894437.2
179799.7,894870.7
181366,895054.8
182164.8,896828.4
183039.7,898608.8
184441,899998.7
186320.4,900578.4
188175.2,899935.5
190049.1,899419.2
191397.1,897973.2
254983.7,150604.8
191648.1,896030.2
191735.3,894094.5
193105,894224.7
194469.9,895664.5
195682.1,897223.9
196549.5,898816.3
197677.1,900381.6
199553.7,900866
201478.5,901251.8
203073.5,900138
256867,150045.7
203908.1,898398.6
205682.1,898066.1
207523.7,898662.9
207350.8,899822.8
205949.4,901102
204017.3,901540.7
202405.3,902662.2
201130,904202.1
199773.6,905549
197776.5,905519.2
258686.2,150509.2
195942.6,906196.5
194904.4,907878.6
194260.9,909767.7
194243.8,911746.8
194538.4,913417.9
194237.9,915366.2
194858.8,917251.9
195870.9,918944.7
197493.5,920005.4
199421.5,919706.2
132260.9,24556.4
260667.3,150518
200965.1,918450
202381.2,917097.3
204189.7,916682.9
204090.5,917566.3
203541.1,919450.4
203845.8,921346
203341.4,923177.4
202544.3,924905
201607.4,926655.6
200717.7,928378
262633.9,150636.2
200082.7,930215.2
198489.3,931363.5
198314.1,933290.2
198996.5,935145.9
200287.5,936654.6
202020.5,937573.9
203769,936784.3
205182.5,935660.7
206433.7,934266.8
208092.6,935300.2
264329,151550.8
209785.1,936089
211766.8,936076
213431.9,936089.7
214371.8,936875.5
213628.2,938711.9
212752.3,940354.7
212532.3,942279.5
211885.2,944146.1
212217.4,946045.4
212040.3,947914.1
266254.6,151793.2
213105.4,949511.6
214048.1,951198
215099.7,952860.6
216446,954100.2
217584.6,955685.7
217872.9,956859.2
216517.8,958224.7
215903.5,960087.5
216491.6,961958
216790.1,963922
268187.3,151437
217836.3,965589.9
219249.8,966964
221144.2,967388.2
221861,969212.3
222567.7,971005.7
223018.8,972919.8
223258.7,974861.8
224419,976457.2
226297.1,976945.4
228046.4,976041.8
270075.5,152038.5
229825.1,975763.6
231754,975300.8
233712.3,975186.6
235202.8,973911.3
237046.5,973410.7
238943.7,973969.3
240717.7,973229.4
241487.8,971457.6
242693.4,969958.8
244266.5,968835.2
272055.9,152141.2
245726.3,967852.2
247179.7,968520.1
248418.3,970066.7
250256.5,970757.5
252174.9,970677.2
254131.5,970406.8
255934.8,969586
257481.4,968446.8
259224.8,967529.1
261034.6,966690.5
273661.7,152455.3
263028.5,966616.1
265009.8,966373.6
266948.3,965884.3
268781.4,965138.1
270098.6,966318.3
271983.7,966839.1
273508.4,967335.4
275220.9,968239
277164.2,968493.4
278916.8,967716.7
275475.5,153218.2
279606.1,969564.3
281112.2,970772.8
282712.8,971841.9
284506.7,971162.8
285032.9,969281
286321.8,968645.1
288295.1,968526.2
290061.2,967937.1
291978,967539.8
293926.1,967902.4
277228.8,152403.7
295811,968447
297657.6,968986.1
298997.2,970442
300671.9,971522.5
302073,972882.9
303851.3,973772.6
305697.7,973249.7
307532.1,973185.2
309445.3,973630.7
311431.4,973567.3
132471.2,26489.6
279109.5,151991
312872.9,972298.5
314447.5,972129.4
316396.2,972036.6
316060.5,973901.4
316523.6,975838
317611.2,977484.4
319304,978514.9
321223.2,978558.4
322850.7,977487.2
324044.7,976085.4
281007.8,151454.6
325914.8,976609.7
327891.5,976745.8
329788.1,976954.9
331676.3,977301.9
333158.3,976014.1
334745.6,975335.2
336677.9,975715.8
338579.7,975746.5
340554.2,975546
342214.1,974500.1
282905.6,150918.8
342544.8,972586
341724.1,970816
341763.3,968838.7
341019.7,966999.3
340203.5,965299.6
339706.3,963390.7
338613.4,961777.7
337285.2,960303.3
336127.4,958779
336235.6,956806
284873.5,150602.8
337919.1,957040.5
339835,956760.3
340888.3,955128.9
340660.1,953162
340571.4,951204.3
339661.6,949443.7
338774.9,947730
338280.2,945810
337522.9,943988.2
337020.3,942065.4
286836.8,150283.9
335738,940558.7
334198,939321.9
332866.5,937851
331702.8,936252.9
330431,934721.8
328695.6,933755.9
326826.5,933088
325062.3,932406.4
323231.8,931651.2
321333,931051
288487.2,150563.2
319839,929811.1
318684.6,928200.9
317434.7,926751.7
316162.4,925231.2
315366.4,923444.6
314150.9,921901.3
313080.6,920232.9
311497.9,919043.2
309948.1,917852
308454.2,916547.5
290269.2,151315
306768.2,915504.5
305359.1,914127.2
303649.6,913166.1
302223.9,911799.6
300756.3,910460.7
299203.2,909353.4
297601.1,908238.5
295730.2,907817.8
294546.2,906330.2
293515.7,904839.1
292256,151398.2
292960.2,902962.3
291546.5,901628.8
290063.2,900383.6
288260.4,899616.8
286384.1,899054
284654.1,898106.6
283891.4,896407.3
283589.2,894495.1
283947.4,892533.7
283394.5,890687.4
294165,150875.4
282698.5,888933.2
284283.9,887780.1
286049.7,886887.7
287575.5,885637.3
289115,885435.4
290302.2,886917.4
291239.2,888639.4
293015.7,889517.4
294990.7,889776
296639.6,888782.1
296033.3,150214.4
296743.9,886867.8
296131,884992.9
295177.4,883243.4
293983.2,881654.4
292854.1,880010.7
291714.3,878391.3
290534.9,876786
289100,875421.9
287939.5,873864.6
287038.1,872095.1
133719.6,28020.1
297798.5,149337.3
286060.8,870370
284833.3,868797.4
283658.6,867190.2
282692.4,865444.4
281480.7,863868.7
279810.2,862785.1
280789.3,860003.1
282557.2,859816.5
284328.4,858921.5
286287.1,858805.3
299506.4,148430.8
288224.3,859231.5
289530.2,860613.6
290945.9,862003.9
292752,862798.3
294420.5,863796.1
295778.4,865203.6
297544.2,866094.6
299480.7,866553.9
301453.4,866872.4
303450.5,866898.1
301144.2,147333.7
305434,866686.5
307420.3,866577.5
309051.8,867511
308773.4,869402.4
309912.1,870969.9
311853.4,871100.8
313651.5,871802.7
315560.9,872318.7
317472.4,872697.1
319384.7,873243.4
302345.8,145787.1
321370.3,873215.9
323265.6,873289.5
325153.8,872746.6
326320.4,871217.9
328041,870204.1
329863.9,869388.7
331665.5,868525.5
333523.8,867787.1
335462,867328.9
337359.6,866703.3
304215.4,145839.2
339199.2,866475.8
340905.2,867484.2
342716.1,868282.7
344123,869615
345973.7,870329.2
347929.3,870617.1
349905.2,870614.9
351494.2,869674.2
353418.4,870103.2
355195.7,869380.5
306170.1,145499.9
356996.4,869090
358876.1,868710.5
360707.1,868938.7
362571.8,868255.3
364446.5,867960
366408.8,867913.3
367944.3,866706.7
369822.7,866834.2
371800.3,866970.8
373740,866818.5
308137.9,145426.8
375662,866717.4
377499.3,866884.1
379163.8,867688
380786.9,868827.4
382701.9,869257.4
384418.9,868404.7
386189.4,867713.8
388147.6,867402.8
389792.7,867954.7
391290.8,869178.9
310092.4,145381.1
393105.6,869919.8
395048.5,869886.3
397002.8,869530.4
398830.6,869620.9
400775.2,869425.3
402042.8,867921.2
403541.2,867678.6
405357.5,866920.7
406680.2,865503.2
407732.5,863851.5
311925,145931.1
408528.5,862037.9
409977.2,860727.5
411720,859766.2
412598.3,858004.4
412260.3,856063.6
412473.1,854103.4
413573.4,852474.2
413777.6,850507.5
414000,848718.5
415490.4,847419.2
313835.3,146391.5
415657.3,845505.8
415004.4,843724.5
415154.2,841794.1
414513.8,839928
413460.8,838271.5
412675.2,836479
411614.4,834816.8
410405.9,833415.4
409661.9,831624.2
408290.6,830188.1
133534.5,29965.5
315583.4,147299.3
406915.4,828813.3
405713.8,827230.2
404480.9,825682.1
403051.8,824349
402199.9,822569.5
401234.1,820822.7
400483.8,818977.1
399683.4,817146.5
399009.4,815270.4
398412.5,813362.8
317547.8,147436.4
397881.5,811435.6
397412.7,809493.5
397509.2,807618.9
399000.5,806349.6
399056.3,804401.6
398542.1,802486.2
397721.7,800676.4
396906.1,798881.1
396307.6,797008.2
395304.5,795311.4
319307,148153.1
394298.5,793618.9
393059.6,792076.1
392144.6,790372.5
391333.6,788572
390945.1,786701.8
390295.4,785108.4
390138.3,783163
390048,781181.7
389953.3,779211.2
389099.7,777424.3
321286.6,148398.6
388596.2,775531.3
387665.8,773773.1
386380.3,772270.5
